day_reordered,temp,dewp,prcp,fog,NUM_COLLISIONS,NUM_COLLISIONS_norm
3,45.2,35.2,1.68,0,704,0.7325702393340271
3,66.8,62,0,0,586,0.6097814776274714
3,57.9,55.9,0,1,645,0.6711758584807492
3,37.1,34.3,0.04,0,547,0.5691987513007284
3,74.1,70.4,0,0,592,0.6160249739854319
3,42.8,24.8,0,0,667,0.6940686784599376
3,58.9,52.6,0,0,420,0.43704474505723206
3,57.8,51.4,0,0,506,0.5265348595213319
3,45,44.2,1.67,1,543,0.5098591549295775
3,74.8,73.4,0,0,632,0.5934272300469483
3,36.7,30.7,0,0,679,0.6375586854460094
3,35,28,0,0,720,0.676056338028169
3,56.9,42.8,0.01,0,420,0.4844290657439446
3,32,15.5,0.83,0,640,0.7381776239907728
3,51.5,44,0,0,440,0.5074971164936563
3,59.5,54.3,0.01,0,605,0.6978085351787774
3,31.2,16,0,0,355,0.40945790080738176
3,27,4.4,0,0,710,0.8189158016147635
3,50,41.6,0,0,582,0.671280276816609
3,44,42.1,0.07,1,549,0.6332179930795848
3,35.9,31,0.01,0,521,0.6009227220299884
3,49.7,37.9,0,0,598,0.6897347174163783
3,32.1,15.5,0,0,623,0.7185697808535179
3,72.6,68.9,0,1,617,0.7116493656286044
3,37.5,30.4,0.75,0,490,0.5651672433679354
3,68.1,54.5,0,0,545,0.6286043829296425
3,60.8,59.8,0.21,1,707,0.8154555940023068
3,36.4,32,0,0,475,0.5478662053056517
3,62.4,54.8,0,0,570,0.657439446366782
3,66.7,65.3,0.04,0,633,0.7301038062283737
3,47,42.9,0.18,0,479,0.552479815455594
3,70.8,68.7,0,1,431,0.497116493656286
3,63.2,59.2,0.03,0,614,0.7081891580161477
3,29,16.9,0,0,553,0.6378316032295271
3,57.5,44.9,0,0,661,0.76239907727797
3,24.6,7.6,0,0,398,0.4590542099192618
4,45.3,45.3,0,1,531,0.49859154929577465
4,56.8,56.2,0.38,1,679,0.6375586854460094
4,35,33.4,1.54,1,578,0.5427230046948357
4,46.9,42.2,0.57,0,609,0.571830985915493
4,71,69.2,0.01,0,740,0.6948356807511737
4,73,71.2,0,1,715,0.6713615023474179
4,54.5,51.3,1.29,0,688,0.6460093896713615
4,48.4,43.7,0.01,0,713,0.6694835680751173
4,75.8,74.1,0,0,658,0.6178403755868545
4,32.3,28.9,0,0,617,0.5793427230046948
4,68.9,65.8,0,1,709,0.6657276995305165
4,32,22.9,0,0,707,0.6638497652582159
4,60.7,55.3,0.02,0,762,0.7154929577464789
4,48.2,46.3,0,0,695,0.6525821596244131
4,70.5,69,0,1,680,0.6384976525821596
4,64.7,62.1,0,0,613,0.5755868544600939
4,68.9,67.5,0.18,1,544,0.5107981220657277
4,72.8,71.4,0,1,701,0.6582159624413145
4,38.3,32.3,0.01,0,684,0.6422535211267606
4,35.3,32.5,0.3,0,551,0.5173708920187794
4,40.6,28.1,0.02,0,684,0.6422535211267606
4,53.9,53.4,0,1,778,0.7305164319248826
4,66.9,66.2,0,1,678,0.6366197183098592
4,48.4,46.3,0,1,736,0.6910798122065728
4,31.9,30.5,0.53,1,579,0.543661971830986
4,69.2,68.1,0,1,654,0.6140845070422535
4,51.9,46.5,0.13,0,754,0.707981220657277
4,57.7,55.8,0.01,1,809,0.7596244131455399
4,75.7,70.6,0,1,786,0.7380281690140845
4,63.1,59,0,0,628,0.5896713615023474
4,67.7,61.8,0.03,1,812,0.7624413145539906
4,37.7,31.7,0,0,668,0.6272300469483568
4,33.3,18.2,0,0,731,0.6863849765258216
4,40.3,29.3,0,0,631,0.5924882629107981
4,37.6,28.7,0,0,627,0.5887323943661972
4,32.5,17.5,0,0,597,0.5605633802816902
4,30.2,27.9,0.4,1,188,0.19562955254942768
4,38.6,34.1,0.01,0,528,0.5494276795005203
4,65.5,61.1,0,1,703,0.7315296566077003
4,32.6,25.6,0.82,0,613,0.6378772112382934
4,21,11.7,0.86,0,740,0.7700312174817898
4,44.2,40.5,0.12,0,452,0.4703433922996878
4,72.4,68.7,0,1,643,0.6690946930280958
4,67.4,63,0,0,657,0.6836628511966701
4,47.4,42.3,0,0,618,0.6430801248699272
4,72.8,68.7,0.01,0,595,0.619146722164412
4,37.5,17,0.25,0,733,0.7627471383975026
4,63.5,55.8,0,0,571,0.5941727367325702
4,74.6,64.7,0,0,626,0.6514047866805411
4,21.7,11.8,0,0,620,0.6451612903225806
4,20.8,5.2,0,0,777,0.8085327783558793
4,57.1,44.8,0.18,0,688,0.6460093896713615
4,67.2,64.7,0,0,727,0.6826291079812207
4,60.5,55.1,0,0,715,0.6713615023474179
4,31.5,23,0.14,0,613,0.5755868544600939
4,14.7,2,0,0,654,0.6140845070422535
4,30,20.2,0.12,0,545,0.5117370892018779
4,44.7,41.7,0,0,671,0.6300469483568075
4,37.1,29.8,0.03,0,549,0.4728682170542636
4,71.4,69.1,0,1,587,0.5055986218776917
4,52.6,48,0,0,452,0.38931955211024977
4,69.5,66.2,0.01,1,594,0.5116279069767442
4,41.3,34.1,0,0,510,0.4392764857881137
4,29.2,17.5,0,1,1161,1
4,51,47.2,0,1,493,0.42463393626184326
4,48.7,45.1,0.03,0,645,0.5555555555555556
4,45.5,43.2,0,1,559,0.48148148148148145
4,67.2,62.2,0.01,0,491,0.42291128337639966
4,49.5,43.2,0,0,459,0.3953488372093023
4,56.4,45.7,0.11,0,650,0.5598621877691645
4,69.2,67.4,0,1,606,0.5219638242894057
4,56.3,52.8,0.11,0,562,0.6998754669987547
4,46.5,43.1,0.38,0,630,0.7845579078455791
4,71.2,68.7,99.99,0,469,0.5840597758405978
4,33.8,23.7,0,0,681,0.8480697384806973
4,56.6,50.5,0.01,0,440,0.547945205479452
4,55.1,49.4,0,0,639,0.7957658779576587
4,29.4,18.7,0,0,618,0.7696139476961394
4,47.1,32.1,0.58,0,638,0.7945205479452054
4,29.2,6.8,0,0,670,0.8343711083437111
4,15.8,-2.3,0,0,627,0.7808219178082192
4,36.3,30.9,0.01,0,374,0.3743743743743744
4,55.4,53.4,0,1,743,0.7437437437437437
4,65.2,62.8,0.96,0,631,0.6316316316316316
4,67.3,59.8,0,0,829,0.8298298298298298
4,42,38.5,0,0,704,0.7047047047047047
4,46.1,39,0.1,0,647,0.6476476476476476
4,68.8,65.6,0.31,1,768,0.7687687687687688
4,44.9,41.8,0.01,0,657,0.6576576576576577
4,51.1,39,0,0,790,0.7907907907907908
4,36.7,27.5,0,0,637,0.6376376376376376
4,69.4,67.9,0,1,706,0.7067067067067067
4,65.9,65.3,0.12,1,656,0.6566566566566566
4,68.8,68.4,0,1,638,0.6386386386386387
4,56.8,52.3,0.18,1,659,0.6596596596596597
4,40.7,38.5,0.01,1,592,0.5925925925925926
4,44.3,40.7,0.11,0,659,0.6596596596596597
4,64.3,61.6,0,0,757,0.7577577577577578
4,62.8,59.4,0.25,0,595,0.5955955955955956
4,64.3,63.4,0,0,685,0.6856856856856857
4,65.3,59.7,0,0,680,0.6806806806806807
4,67.7,59.2,0,0,622,0.713302752293578
4,37.7,21.4,0,0,765,0.8772935779816514
4,54.6,52,0,1,695,0.7970183486238532
4,43.8,38.5,0,0,752,0.8623853211009175
4,71.5,64.7,0,0,650,0.7454128440366973
4,53.5,49.6,0.01,0,647,0.6476476476476476
4,42.9,38,0.03,1,598,0.5985985985985987
4,63.4,63.4,0,1,813,0.8138138138138138
4,44.2,39.9,0,0,591,0.5915915915915916
4,42.6,38.1,0,0,687,0.6876876876876877
4,39.9,26.4,0,0,636,0.6366366366366366
4,53,46.7,0.05,0,710,0.7107107107107107
4,51.1,39,0,0,736,0.7367367367367368
4,62,58.3,0,0,614,0.6146146146146146
4,30.1,19.1,0,0,688,0.6886886886886887
4,57.5,46.9,0.06,0,694,0.6946946946946947
4,68.1,66.4,0,0,707,0.7077077077077077
4,54.1,47.5,0,0,687,0.6876876876876877
4,49.8,44,0,0,519,0.5195195195195195
4,62.8,60.6,0.03,1,760,0.8715596330275229
4,39.7,26.9,0.83,0,630,0.7224770642201835
4,46.9,40,0,0,732,0.8394495412844036
4,43.2,29,0,0,662,0.7591743119266054
4,63.8,61.6,0,1,590,0.676605504587156
4,69,52.6,0.01,0,637,0.7305045871559633
4,71.1,69.4,0.01,1,700,0.602928509905254
4,44.2,36,0,0,555,0.4780361757105943
4,67.1,63.5,0.02,1,587,0.5055986218776917
4,61.1,52.9,0.02,0,645,0.5555555555555556
4,54.3,48,0,0,571,0.491817398794143
4,47.7,45.8,0.7,1,606,0.5219638242894057
4,63.3,61.3,0.02,0,589,0.5073212747631353
4,47.4,44.2,0.03,0,732,0.6304909560723514
4,42.5,32.4,0.09,0,611,0.5262704565030146
4,51.8,43.8,0,0,560,0.48234280792420325
4,27.7,14.7,0,0,551,0.47459086993970717
4,32.1,15.4,0,0,469,0.40396210163652024
4,63,56,0,0,608,0.5236864771748493
4,24,6.4,0,0,636,0.5478036175710594
4,54.8,52.1,0,1,699,0.7273673257023934
4,76.4,69.6,0,0,795,0.8272632674297606
4,36.4,32.9,0.07,0,571,0.5941727367325702
4,64,59.9,0,0,652,0.6784599375650364
4,64.4,61.2,0.18,1,724,0.7533818938605619
4,46.7,36.2,0,0,631,0.6566077003121749
4,64.2,61.9,0.47,1,593,0.6170655567117586
4,51.4,49.9,0,1,606,0.6305931321540063
4,31.4,16.3,0,0,601,0.6253902185223725
4,27,10.3,0.12,0,631,0.6566077003121749
4,55.8,50.8,0,0,757,0.7877211238293444
4,74.5,71,0,1,623,0.6482830385015609
4,39.4,31.2,0,0,628,0.6534859521331946
4,27.7,18.1,0,0,640,0.7339449541284404
4,66.9,61.9,0.11,0,602,0.6903669724770642
4,71.1,69.3,0.22,0,619,0.7098623853211009
4,33.1,27.8,0.06,0,571,0.6548165137614679
4,60.5,54.2,0.01,0,523,0.5997706422018348
4,66.1,64,0,1,675,0.7740825688073395
4,48.2,45,0.04,0,711,0.8153669724770642
4,73.8,65.7,0,0,699,0.801605504587156
4,55,44.5,0,0,624,0.7155963302752294
4,33,19.1,0,0,637,0.7305045871559633
4,41.7,31.3,0.02,0,711,0.8153669724770642
4,52.5,48.6,0,0,638,0.731651376146789
4,73.1,69,0,0,644,0.7385321100917431
4,44.4,36.5,0,0,632,0.7247706422018348
4,51.9,38.2,0,0,608,0.6972477064220184
4,62.2,50,0,0,717,0.8222477064220184
4,48.9,46.9,0.85,1,564,0.5645645645645646
4,38.1,32.2,0,0,626,0.6266266266266266
4,29.5,12.4,0.01,0,543,0.5435435435435435
4,28.1,14.6,0,1,571,0.5715715715715716
4,52.4,50.5,0,0,660,0.6606606606606606
4,49.7,46.6,0.01,0,723,0.7237237237237237
4,57.7,44.2,0.04,0,696,0.6966966966966966
4,68.2,64.8,0,0,705,0.7057057057057057
4,37.1,26.6,0,0,483,0.48348348348348347
4,47.4,41.6,0.84,1,430,0.5354919053549191
4,44.9,42.3,0.38,0,621,0.7733499377334994
4,58.9,48.6,0.11,1,745,0.9277708592777086
4,53.9,50.4,0,0,595,0.7409713574097135
4,59.4,53.9,0,0,454,0.5653798256537983
4,37.1,22.5,0,0,553,0.688667496886675
4,58.5,45.3,0,0,615,0.7658779576587795
4,60,51.9,0,0,632,0.5443583118001722
4,48.9,39.6,2.91,0,712,0.6132644272179156
4,63.9,56.9,0.01,1,516,0.4444444444444444
4,26.5,10.5,0,0,474,0.4082687338501292
