day_reordered,temp,dewp,prcp,fog,NUM_COLLISIONS,NUM_COLLISIONS_norm
4,23.9,10.4,0.12,0,491,0.42291128337639966
4,68.9,62.8,0.12,0,526,0.45305770887166236
4,68.6,65.1,0.01,0,616,0.5305770887166236
4,62.5,55.2,0,0,666,0.5736434108527132
4,44,37,0,0,645,0.5555555555555556
4,63.2,58.4,0,0,697,0.6003445305770887
4,64.6,56.5,0,0,592,0.5099052540913006
4,56.7,53.5,0.26,1,599,0.5159345391903531
4,61.2,50.8,0,0,613,0.5279931093884582
4,52.7,37.7,0,0,538,0.46339362618432384
4,24.8,12.2,0,0,532,0.4582256675279931
4,52.2,40.5,0.01,0,565,0.48664944013781225
4,22.2,-1.3,0,0,504,0.43410852713178294
4,63.8,60.7,0.03,0,569,0.4900947459086994
4,58.2,47.9,0,0,663,0.5710594315245479
4,32.5,26.2,0.61,0,613,0.5279931093884582
4,27,8.7,0.04,0,513,0.4418604651162791
4,59,42.3,0.01,0,592,0.5099052540913006
4,57.7,52.3,0,0,607,0.5228251507321274
4,28.2,18.5,0,0,518,0.446167097329888
4,63,57,0,0,620,0.5340223944875108
4,56.7,48.8,0.25,0,549,0.6836861768368617
4,73,71.1,0,1,638,0.7945205479452054
4,61.3,58,0.18,0,523,0.651307596513076
4,68.6,64.4,0.92,0,628,0.7820672478206725
4,35.2,22.6,0,0,565,0.7036114570361146
4,48.3,42.8,0.25,0,647,0.8057285180572852
4,36.9,20.9,0,0,610,0.7596513075965131
4,67.9,63.1,0,0,591,0.7359900373599004
4,69,61.7,0,0,661,0.8231631382316313
4,28.2,11.9,1.1,0,639,0.7957658779576587
4,56.1,43.1,0.02,0,627,0.7231833910034602
4,41.4,36.6,0.36,1,498,0.5743944636678201
4,68,66.6,0.39,1,507,0.5847750865051903
4,70.1,69,0.05,1,551,0.635524798154556
4,41.8,38.2,0,0,553,0.6378316032295271
4,67.1,65.3,0.62,1,663,0.7603211009174312
4,63.6,59.9,0.13,0,681,0.7809633027522935
4,69.9,65.8,1.25,0,626,0.7178899082568807
4,44.5,41.7,0.02,1,615,0.7052752293577982
4,46.8,42.8,0.07,0,479,0.5493119266055045
4,66.7,61.2,0,0,662,0.7591743119266054
4,40.8,23.9,0.01,0,628,0.7201834862385321
4,25.5,4.8,0.02,0,662,0.7591743119266054
4,61.2,59.8,0,1,709,0.8130733944954128
4,54.8,50.1,0,0,741,0.8497706422018348
4,64.1,55.9,0,0,779,0.893348623853211
4,54.3,42.2,0.03,0,739,0.8474770642201835
4,75.3,69.3,0,0,688,0.7889908256880734
4,49.1,29.5,0,0,566,0.6490825688073395
4,61.1,56.2,0,0,686,0.7138397502601457
4,58.2,45.6,0,0,714,0.7429760665972945
4,70.8,58.4,0,0,579,0.6024973985431842
4,59.4,51.7,0,0,631,0.6566077003121749
4,54.4,50.7,0,1,655,0.6815816857440167
4,53.4,50.1,0.08,0,642,0.668054110301769
4,58,51.5,0.69,1,755,0.785639958376691
4,62.8,57.5,0,0,605,0.7534246575342466
4,36.3,30.8,0,1,571,0.7110834371108343
4,48.8,46.6,0.28,1,592,0.7372353673723536
4,63.7,61.5,0.34,1,682,0.8493150684931506
4,70.4,67.8,0,1,553,0.688667496886675
4,68.9,65.5,0,0,551,0.6861768368617683
4,38.6,22.9,0,0,586,0.7297633872976339
4,67.8,66.8,0,1,577,0.57757757757757755
4,35.6,26.3,0,0,597,0.5975975975975976
4,48.3,34.9,0,0,651,0.6516516516516516
4,65.5,65.4,0.02,1,661,0.6616616616616616
4,70.5,69.8,0,0,684,0.6846846846846847
4,47.8,39.2,0,0,516,0.5165165165165165
4,37.9,27.4,0,0,649,0.6496496496496497
4,40,30.9,0,0,657,0.6576576576576577
4,72,61.5,0,0,424,0.4244244244244244
4,14.3,0.2,0,0,580,0.603537981269511
4,68.1,64.3,0,0,646,0.6722164412070759
4,67.1,61.8,0,0,622,0.6472424557752341
4,69.3,65.6,0,0,557,0.5796045785639958
4,51.5,48.6,0.32,1,645,0.6711758584807492
4,40.1,32.7,0,0,746,0.7762747138397502
4,46,35.9,0.02,0,613,0.6378772112382934
4,49.8,46.3,0,0,542,0.5639958376690947
4,69.7,63.8,0,0,648,0.7474048442906575
4,72.7,69.3,0,1,583,0.6724336793540946
4,59.1,52.4,0,0,540,0.6228373702422145
4,67.7,65.5,0.04,1,601,0.6931949250288351
4,49.4,43.4,0,1,613,0.707035755478662
4,51,30.2,0,0,576,0.6643598615916955
4,44.4,33.4,0,0,867,1
4,47.5,34.1,0,0,600,0.6920415224913494
4,39.6,18.8,0.02,0,437,0.5040369088811996
4,38.5,29.8,0,0,527,0.6078431372549019
4,46,40.5,0,0,564,0.6505190311418685
4,53.9,47.3,0.01,0,615,0.7093425605536332
4,38,25.6,0,0,381,0.43944636678200694
4,35.4,34.9,0.08,1,542,0.6251441753171857
4,38.8,35.1,0.2,1,539,0.621683967704729
4,72.1,70,0,1,571,0.6585928489042676
4,43.5,30.4,0,0,510,0.5882352941176471
4,39.8,28.7,0.05,0,425,0.49019607843137253
4,61.5,51.6,0.47,0,574,0.6620530565167243
4,54.5,42.7,0,0,615,0.7093425605536332
4,42.3,38.3,0.24,0,516,0.5951557093425606
4,46,43.9,0,0,547,0.6309111880046137
4,71,64.7,0.01,0,542,0.6251441753171857
4,58,55.5,0.24,1,697,0.803921568627451
4,39.6,35.5,0.41,1,559,0.6447520184544406
4,61.8,51,0.34,1,613,0.707035755478662
4,28.5,16.8,0,0,465,0.5363321799307958
4,62.1,51.8,0,0,616,0.7104959630911188
4,48.3,45.7,0.57,1,608,0.6972477064220184
4,65.4,59.8,0.01,0,659,0.7557339449541285
4,49.8,46.9,0,1,569,0.6525229357798165
4,35.1,23.5,0,0,672,0.7706422018348624
4,36.5,26.3,0.04,0,623,0.7144495412844036
4,34.8,25.3,0,0,719,0.8245412844036697
4,48.6,34.9,0.44,1,683,0.783256880733945
4,42.2,36.4,0,0,734,0.841743119266055
4,47.2,38.2,0,0,620,0.7110091743119266
4,43.2,32.2,0.07,0,711,0.8153669724770642
4,46.2,37.1,0.01,0,732,0.8394495412844036
4,60.4,58.8,0.02,1,721,0.8978829389788294
4,43,42.1,0,1,570,0.709838107098381
4,45.6,40.5,0.31,0,587,0.7310087173100872
4,25.9,12.6,0.11,0,527,0.6562889165628891
4,51.6,48.8,0,1,654,0.8144458281444583
4,29.4,19.8,0,1,687,0.8555417185554172
4,60.4,54.5,0,0,529,0.6587795765877957
4,61.5,53,0,0,635,0.7907845579078456
4,70,65.8,99.99,1,652,0.8119551681195517
4,41.4,38.2,0.19,0,537,0.6687422166874222
4,70.3,65.9,0,1,658,0.8194271481942715
4,61.5,59.5,0,1,662,0.8244084682440846
4,46.5,42.5,0,1,702,0.8742216687422167
4,75.5,68.2,0,0,574,0.7148194271481942
4,42.8,35.9,0.13,1,533,0.554630593132154
4,45.3,31.2,0,0,684,0.7117585848074922
4,75,71.7,0,0,666,0.6930280957336108
4,57.1,48.6,0,0,638,0.663891779396462
4,58.3,56.2,0.02,1,684,0.7117585848074922
4,72.6,69.7,0,1,606,0.6305931321540063
4,67.9,64.4,0,0,601,0.6253902185223725
4,36.5,30.3,0,0,584,0.6077003121748179
4,35.7,23.4,0.03,0,500,0.5202913631633714
4,66.7,65.5,0.07,0,580,0.5446009389671361
4,45.6,41.3,0.43,0,600,0.5633802816901409
4,45.6,45.5,0.06,1,535,0.5023474178403756
4,37.7,30.1,0.08,0,676,0.6347417840375587
4,35.6,23.3,0,0,328,0.307981220657277
4,54.6,49.5,0,0,689,0.6469483568075117
4,47.9,35.4,0.1,0,721,0.6769953051643193
4,55.3,48.6,0,0,720,0.676056338028169
4,51.5,43.7,0.01,0,681,0.6394366197183099
4,36.7,25.4,99.99,0,477,0.5501730103806228
4,56.6,49.6,0,0,686,0.7912341407151096
4,54.4,49.9,0,1,592,0.6828143021914648
4,65.5,57.5,0,0,629,0.7254901960784313
4,60.9,58.6,0.07,1,613,0.707035755478662
4,67.8,66.7,0,1,553,0.6378316032295271
4,47,29.2,0.26,0,600,0.6920415224913494
4,60.8,59.5,1.36,1,635,0.7324106113033448
4,44.6,40,0.11,0,513,0.5916955017301038
4,45.7,36.8,0,0,647,0.7462514417531718
4,51,35.3,0,0,565,0.6516724336793541
4,26.3,18.1,0.14,1,544,0.6274509803921569
4,35,26.7,0.02,0,537,0.6193771626297578
4,39.8,34.1,0,0,513,0.5916955017301038
4,28.7,16.6,0,0,566,0.65282583621683965
4,38.4,34.9,0.5,0,515,0.5940023068050749
4,77.4,68.4,0,0,582,0.671280276816609
4,66.2,54.5,0,0,543,0.6262975778546713
4,28.6,15.9,0,0,703,0.8108419838523645
4,71.2,64.3,0.01,1,584,0.6735870818915801
5,68.1,67.4,0.05,1,599,0.5624413145539906
5,71.2,66.7,0,0,688,0.6460093896713615
5,51.2,50.1,0,1,711,0.6676056338028169
5,64.4,62.3,0.71,0,778,0.7305164319248826
5,69.2,67.6,0,1,660,0.6197183098591549
5,36.4,32.6,0,1,653,0.6131455399061033
5,62.8,58.8,0,1,698,0.6553990610328638
5,59.4,57,0,1,706,0.6629107981220658
5,31.6,20.6,0,0,652,0.612206572769953
5,45.9,45.9,0.02,1,601,0.564319248826291
5,36.8,32.7,0,0,477,0.447887323943662
5,68.3,65.1,0,0,627,0.5887323943661972
5,42.6,38.2,0,0,654,0.6140845070422535
5,54.8,50.8,0,0,651,0.6112676056338028
5,40.4,32.9,0,0,629,0.5906103286384976
5,54.5,45.7,0,0,792,0.7436619718309859
5,25,14.8,0.18,0,596,0.5596244131455399
5,69.4,67.3,0.41,0,755,0.7089201877934272
5,59.2,54.2,0,1,708,0.6647887323943662
5,55.3,53.8,0.02,0,686,0.644131455399061
5,41.1,36.1,0.68,1,615,0.5774647887323944
5,36.9,34,0,0,671,0.6300469483568075
5,37.9,33,0,0,612,0.5746478873239437
5,57.9,52.2,0.35,0,696,0.6535211267605634
5,32.3,22.3,0.01,0,631,0.5924882629107981
5,41,30.4,0.03,0,573,0.5380281690140845
5,69.2,64.7,0,1,768,0.7211267605633803
5,45.9,35.8,0,0,646,0.6065727699530516
5,57,50.5,0,0,668,0.6951092611862643
5,72.8,61.9,0,0,748,0.7783558792924038
5,21.6,14.7,0.23,0,458,0.47658688865764826
5,32.1,24,0.15,0,506,0.5265348595213319
5,65.5,62.2,0,1,683,0.7107180020811654
5,53.8,46.9,0,0,689,0.7169614984391259
5,76,69.9,0,1,629,0.6545265348595213
5,50.6,35.8,0.03,1,595,0.619146722164412
5,49.3,38.5,0,0,679,0.7065556711758585
5,32.6,23.3,0.01,0,610,0.6347554630593132
5,71.7,70.5,0,1,406,0.3812206572769953
5,66.2,64.9,0,1,708,0.6647887323943662
5,71,69.6,0,1,783,0.7352112676056338
5,74.6,73.6,0,1,656,0.615962441314554
5,66.5,63.8,1.35,0,519,0.48732394366197185
5,47.3,46.9,0.39,1,554,0.5201877934272301
5,69.8,68.7,0,1,657,0.6169014084507042
5,57.3,55.7,0.24,1,729,0.6845070422535211
5,36,35.2,0.17,1,611,0.5737089201877934
5,74.1,70.4,0.08,0,645,0.6056338028169014
5,49.2,48.2,0.01,0,626,0.5877934272300469
5,41.9,34.1,0.05,0,662,0.6215962441314554
5,39.3,20.6,1.22,0,688,0.6460093896713615
5,25.6,18.3,0,0,645,0.6056338028169014
5,31.8,12.5,0,0,514,0.48262910798122066
5,25,20.3,0.01,1,498,0.4289405684754522
5,66.2,61.2,0,0,618,0.5322997416020672
5,35,29.4,0.11,0,552,0.4754521963824289
5,43.4,37.1,0,1,515,0.4435831180017227
5,43.5,36.5,0.01,0,651,0.5607235142118863
5,28.2,10.4,0,0,399,0.34366925064599485
5,29.5,18.3,0,0,491,0.42291128337639966
5,26.9,8.3,0,0,461,0.3970714900947459
5,63.8,55.9,0.01,0,551,0.47459086993970717
5,69,66,0,1,658,0.5667527993109388
5,51.5,47.2,0.03,0,515,0.6413449564134496
5,54.6,51.3,0.45,0,601,0.7484433374844334
5,70.6,68.5,99.99,1,522,0.6500622665006227
5,34.5,22.8,0,0,562,0.6998754669987547
5,70.2,66.6,0,0,608,0.7571606475716065
5,46.9,39.2,0,0,599,0.7459526774595268
5,25.4,6,0,0,589,0.7334993773349938
5,26.7,10.2,0,0,615,0.7658779576587795
5,72.3,70.9,0,0,629,0.6296296296296297
5,48.7,38.4,0.02,0,668,0.6686686686686687
5,38.7,31.3,0,0,574,0.5745745745745746
5,63.6,58,0,0,635,0.6356356356356356
5,51.3,48.7,0.47,0,651,0.6516516516516516
5,21.9,5,0,0,577,0.57757757757757755
5,65.1,65,0.06,0,648,0.6486486486486487
5,55.4,53.1,0.01,1,669,0.6696696696696697
5,66.1,66.1,0.59,0,583,0.5835835835835835
5,46.5,43.7,0.87,1,590,0.5905905905905906
5,71.6,70.3,0,1,747,0.7477477477477478
5,29.8,20.7,1.29,0,650,0.6506506506506506
5,61.8,57.5,1.57,0,671,0.6716716716716716
5,44.3,31.7,0,0,700,0.7007007007007007
5,41.9,37.1,0.43,0,672,0.6726726726726727
5,49.1,45.1,0,0,540,0.5405405405405406
5,52.2,47.6,0,0,701,0.7017017017017017
5,45,36.9,0.24,0,510,0.5848623853211009
5,46.9,43.7,0.03,0,660,0.7568807339449541
5,38.8,29,0,0,676,0.7752293577981652
5,43,36.7,0,0,670,0.768348623853211
5,29.4,11.2,0,0,623,0.7144495412844036
5,68.4,61.8,0,0,779,0.893348623853211
5,64,56.4,0.05,1,772,0.8853211009174312
5,70.1,63.3,0,0,635,0.7282110091743119
5,63.7,55,0,0,739,0.8474770642201835
5,70.6,67.2,0,0,618,0.7087155963302753
5,37.1,23.3,0,0,807,0.9254587155963303
5,47.3,43.5,0.71,0,653,0.7488532110091743
5,33.5,19.3,0,0,625,0.716743119266055
5,76.5,70,0,0,658,0.7545871559633027
5,46.4,41.8,0,0,660,0.7568807339449541
5,43.4,24.8,0,0,650,0.7454128440366973
5,58.7,53.2,0,0,695,0.7970183486238532
5,37,15.3,0,0,628,0.7201834862385321
5,47.4,45.8,0.03,1,571,0.5715715715715716
5,46.2,43.9,0.13,1,673,0.6736736736736737
5,45.9,42.6,0.07,1,609,0.6096096096096096
5,47,43.6,0.37,0,662,0.6626626626626627
5,54.5,47.5,0.01,0,675,0.6756756756756757
5,43.9,37.1,0,0,713,0.7137137137137137
5,68.6,66.6,0,0,618,0.6186186186186187
5,67.9,58.5,0,0,706,0.7067067067067067
5,69.6,68.6,0,0,608,0.6086086086086087
5,42.6,38.4,0.38,1,587,0.5875875875875876
5,71.1,65.9,0.23,1,600,0.6006006006006006
5,53.9,49.6,0.01,0,641,0.6416416416416416
5,54.2,52.3,0,0,774,0.7747747747747747
5,57.9,50.2,0,0,753,0.7537537537537538
5,62.1,58.7,0,0,628,0.6286286286286287
5,67.1,51.6,0,0,754,0.7547547547547547
5,57.9,53.4,0.01,0,733,0.8405963302752294
5,33.5,28,0,0,537,0.6158256880733946
5,63.1,60.7,1,0,637,0.7305045871559633
5,70,64.4,0.07,1,621,0.7121559633027523
5,32.9,18.2,0.13,0,605,0.6938073394495413
5,41.2,31.1,0,0,689,0.7901376146788991
5,71.8,65.3,1.5,1,680,0.7798165137614679
5,55.5,45.2,0.06,0,676,0.7752293577981652
5,67.2,63.3,0,0,607,0.6961009174311926
5,55.6,42.2,0,0,699,0.801605504587156
5,67.4,60,0,0,687,0.7878440366972477
5,71.6,62.9,0.01,1,663,0.5710594315245479
5,61.9,59,0,0,556,0.4788975021533161
5,41.1,38.4,0.62,0,583,0.5021533161068045
5,42.9,32.6,0.71,0,570,0.4909560723514212
5,49.5,45.4,0.01,0,536,0.4616709732988803
5,51.2,44.3,0,0,638,0.549526270456503
5,39.3,28.6,0,0,519,0.4470284237726098
5,18.2,5,0,0,616,0.5305770887166236
5,33.6,14.6,0.02,0,633,0.5452196382428941
5,61.9,54.4,0,0,658,0.5667527993109388
5,67.3,60.6,0,0,605,0.5211024978466839
5,53.6,51.9,0.65,1,655,0.6815816857440167
5,22.6,10.2,0,0,538,0.5598335067637877
5,70.5,68.3,0.34,0,634,0.659729448491155
5,37.9,24.8,0.01,0,648,0.6742976066597295
5,32.3,17.7,0,0,495,0.5150884495317378
5,52.9,51.3,1.05,1,730,0.8371559633027523
5,67.2,64.8,0,1,687,0.7878440366972477
5,46.7,34.2,0.13,0,700,0.8027522935779816
5,70.4,65.7,0,0,661,0.7580275229357798
5,45.2,41.9,0.18,1,629,0.7213302752293578
5,55.9,49.9,0,0,665,0.7626146788990825
5,68.3,55.6,0,0,698,0.8004587155963303
5,42.6,37.8,0,0,579,0.6639908256880734
5,54.7,44.3,0.61,0,714,0.7147147147147147
5,65.4,58,0,0,730,0.7307307307307307
5,67.5,63.4,0,0,738,0.7387387387387387
5,45,40.9,0.33,0,629,0.6296296296296297
5,36.6,32.7,0,0,603,0.6036036036036037
5,41.7,32.2,0,0,580,0.5805805805805806
5,62.6,61.8,0,1,744,0.7447447447447447
5,50.6,39.9,0,0,607,0.6076076076076076
5,48.5,46,0,1,561,0.6986301369863014
5,66.1,62,0,0,626,0.7795765877957659
5,72.9,70.9,0,1,604,0.7521793275217933
5,71.5,65.8,0,1,553,0.688667496886675
5,56.9,53.6,0.17,0,383,0.47696139476961397
5,53,44.6,0.01,0,649,0.8082191780821918
5,70.9,69.4,0,1,630,0.7845579078455791
5,65.4,61.6,99.99,0,553,0.688667496886675
5,48.5,41.1,0.01,0,691,0.8605230386052304
5,31.3,23.1,0,0,579,0.7210460772104608
5,47.5,30.3,0,0,621,0.7733499377334994
5,56.7,38.7,0,0,693,0.863013698630137
5,56.5,53.5,0,1,546,0.4702842377260982
5,70.1,65.7,0.01,1,562,0.48406546080964685
5,48,41.1,0.01,0,742,0.6391042204995694
5,20.3,10.4,0.02,0,649,0.5590008613264428
5,23.7,10,0,0,640,0.5512489233419466
5,25.8,12.6,0,0,511,0.4401378122308355
5,46.8,36.1,0.45,0,595,0.512489233419466
5,57.7,52.4,0,0,554,0.4771748492678725
5,35,23.6,0,0,525,0.45219638242894056
5,66.6,63.5,0.39,0,572,0.4926787252368648
5,55.2,51.2,0,1,582,0.5012919896640827
5,67.5,64.7,0.02,1,538,0.46339362618432384
5,51.2,48.4,0.22,0,569,0.4900947459086994
5,69.4,66.7,0.02,1,569,0.4900947459086994
5,57,55.4,0.23,0,708,0.6098191214470284
5,32.3,29.1,0.1,0,468,0.40310077519379844
5,69.2,65.9,0.01,0,591,0.5090439276485789
5,74,65.1,0,1,580,0.49956933677863913
5,61.2,54.4,0.16,0,576,0.49612403100775193
5,62.4,60.6,0.24,0,559,0.48148148148148145
5,48.6,45.7,0.1,1,555,0.4780361757105943
5,70.4,68.5,0,0,551,0.47459086993970717
5,65.2,60.4,0.07,1,639,0.5503875968992248
5,50.7,49.2,0.55,1,519,0.4470284237726098
5,51.1,48.4,0,1,538,0.46339362618432384
5,66.8,61.6,0,0,646,0.5564168819982773
5,58.9,51.3,0,0,566,0.48751076658053405
5,30.8,22.2,0,1,563,0.48492678725236865
5,47.9,44.8,2.11,0,649,0.5590008613264428
5,64.9,62.1,0.01,0,575,0.49526270456503013
5,51.6,38.3,0,0,603,0.5193798449612403
5,56.3,47.6,0,0,575,0.49526270456503013
5,51.5,46,0,0,658,0.8194271481942715
5,71.1,68.7,99.99,0,537,0.6687422166874222
5,44.4,39.6,0.12,1,514,0.6400996264009963
5,44.8,39.8,0.04,0,526,0.6550435865504358
5,67.3,64,0.6,0,803,1
5,66.6,64.8,0,1,600,0.7471980074719801
5,70.2,65.1,0,0,654,0.8144458281444583
5,61.4,57.7,0.04,1,669,0.8331257783312578
5,41.8,34.8,0.1,0,633,0.788293897882939
5,35,23.4,0.61,0,502,0.6251556662515566
5,39.1,31.5,0,0,615,0.7658779576587795
5,51.5,38.9,0.38,0,615,0.7658779576587795
5,29,11.6,0.25,0,599,0.7459526774595268
5,36.9,27.1,0,0,584,0.7272727272727273
5,68.3,64.1,0,0,624,0.7770859277708593
5,45.1,44,0.03,1,497,0.5732410611303345
5,26.2,13.9,0.06,0,257,0.2964244521337947
5,55.3,45.3,0,0,539,0.621683967704729
5,38,21.5,0,0,607,0.7001153402537486
5,31.8,20.6,0.19,0,605,0.6978085351787774
5,39.1,34.2,0.02,0,475,0.5478662053056517
5,52.1,42.7,0.03,0,535,0.6170703575547867
5,69.5,64.6,0,1,621,0.7162629757785467
5,58.6,45.6,0,0,599,0.6908881199538639
5,16.2,-1.1,0.01,0,545,0.6286043829296425
5,46.3,41.1,0.54,0,636,0.7335640138408305
5,66.4,64.6,0.67,1,482,0.5559400230680508
5,56.1,42.7,0,0,571,0.6585928489042676
5,70.3,66.7,0,1,562,0.6482122260668973
5,42.8,37.1,0.14,0,637,0.7305045871559633
5,54.4,49.5,0.5,0,705,0.8084862385321101
5,47.3,33.8,0.01,0,697,0.7993119266055045
5,51.6,46.1,0,1,541,0.6204128440366973
5,44.7,28.1,0,0,706,0.8096330275229358
5,65.6,62.5,0,0,676,0.7752293577981652
5,48.6,40.2,0,0,621,0.7121559633027523
5,30.6,24.5,0,0,626,0.6514047866805411
5,73.9,70.1,0,1,594,0.6181061394380853
5,70.6,67.8,0,1,620,0.6451612903225806
5,73.7,65,0,1,618,0.6430801248699272
5,28.1,18.4,0,0,585,0.6087408949011447
5,46.5,35.5,0.35,0,673,0.700312174817898
5,62.4,55.2,0,0,501,0.5213319458896982
5,57,49.3,0,0,672,0.6992715920915713
5,33.6,24.1,0,0,538,0.5598335067637877
5,29.9,21.8,0.02,0,628,0.6534859521331946
5,53,44.9,0.07,0,658,0.6847034339229969
5,53.5,51.2,0.13,1,805,0.8376690946930281
5,73.8,68.1,0.3,0,606,0.6305931321540063
5,62.3,59.6,0.32,1,591,0.7359900373599004
5,57.8,54.9,0,0,595,0.7409713574097135
5,41.1,37,0.3,1,639,0.7957658779576587
5,36.8,29.5,0.39,0,630,0.7845579078455791
5,59.8,55,0,0,655,0.8156911581569116
5,43.7,38.8,2.28,0,613,0.763387297633873
5,67.6,64,0,0,688,0.8567870485678705
5,62.9,51.9,0.57,0,686,0.8542963885429639
5,34.4,16.2,0,0,562,0.6998754669987547
5,31.6,23.8,0,0,553,0.688667496886675
5,53.1,51.8,0.76,1,630,0.6306306306306306
5,68.7,68.6,0,1,696,0.6966966966966966
5,41.6,38.5,0.26,0,549,0.5495495495495496
5,41.1,35.1,0.4,0,576,0.5765765765765766
5,67.1,63.5,0.81,1,655,0.6556556556556556
5,59.3,56.1,0,0,711,0.7117117117117117
5,56.7,49,0,0,737,0.7377377377377378
5,70.8,70.2,0,1,677,0.6776776776776777
5,40.6,35.2,0,0,477,0.4774774774774775
5,32.8,25.1,0.13,0,709,0.7097097097097097
5,38.6,20.9,0,0,617,0.6176176176176176
5,66,62.6,0,1,654,0.6805411030176899
5,44.8,40.6,0.58,0,501,0.5213319458896982
5,62.4,57.8,0,0,697,0.7252861602497399
5,65.2,58.5,0.07,1,667,0.6940686784599376
5,62.7,52.4,0,0,720,0.7492195629552549
5,39.6,26.8,0,0,717,0.7460978147762747
5,41.2,34.2,0.06,0,457,0.4755463059313215
5,63.8,57.7,0.03,0,658,0.6847034339229969
5,31,3.9,0.19,0,547,0.5691987513007284
5,55.3,42.1,0,0,568,0.5910509885535901
5,49.8,39.7,0.05,0,568,0.5910509885535901
5,59.5,47.2,0,0,655,0.6815816857440167
5,71.9,67.4,1.01,1,643,0.6690946930280958
5,42.1,38.5,0.55,1,565,0.5879292403746098
5,64.8,58.1,0.01,1,647,0.7462514417531718
5,57.9,54.7,0.51,0,574,0.6620530565167243
5,68.7,67.2,0.03,1,635,0.7324106113033448
5,68.4,59.6,0.5,0,622,0.7174163783160323
5,47.5,43.6,1.77,0,598,0.6897347174163783
5,52.5,44.6,0,0,558,0.643598615916955
5,46.5,42,0.12,1,580,0.6689734717416378
5,36.5,25.7,0.35,0,540,0.6228373702422145
5,39.9,37.6,0,1,487,0.5617070357554786
5,70.6,62.6,0,0,553,0.6378316032295271
5,39.8,31.7,0,0,520,0.5997693194925029
5,41.6,40,0.35,0,578,0.6666666666666666
5,34.8,30.4,0.02,0,566,0.65282583621683965
5,68.5,61.9,0.06,0,604,0.6966551326412919
5,42.6,15.7,0,0,532,0.6136101499423299
5,57.8,55.1,0,1,570,0.657439446366782
5,65.6,60.2,0.09,0,751,0.8612385321100917
5,61.7,55.2,0,1,763,0.875
5,45.7,38.8,0.15,0,653,0.7488532110091743
5,52.8,46.7,0,0,498,0.5711009174311926
5,39.1,26.8,0.06,0,546,0.6261467889908257
5,41.5,35.8,1.02,1,525,0.6020642201834863
5,70.3,66.8,0.01,0,648,0.7431192660550459
5,75.4,66.3,0,0,690,0.7912844036697247
5,56,48.7,0,0,605,0.7534246575342466
5,63.8,54.6,0,0,604,0.7521793275217933
5,21.6,-0.8,0,0,529,0.6587795765877957
5,75.8,71,0,1,740,0.7700312174817898
5,43.7,32.9,0.3,0,575,0.5983350676378772
5,56.1,53.7,0.72,0,530,0.5515088449531738
5,72.3,68.8,0.01,1,611,0.63579604578564
5,74.5,68.8,0.02,1,619,0.644120707596254
5,64.8,53.9,0,1,706,0.7346514047866806
5,58.8,50.1,0.3,1,666,0.6930280957336108
5,70.8,62.5,0.21,1,778,0.809573361082206
5,36.1,33.8,0.31,1,574,0.5972944849115505
5,42.9,33.8,0,0,628,0.6534859521331946
5,75.3,72.7,0,0,685,0.6431924882629108
5,48.8,41.3,0.03,0,719,0.6751173708920187
5,31.4,24.2,0,0,687,0.6450704225352113
5,55.6,40.7,0.1,0,699,0.6563380281690141
5,29.8,16.2,0,0,749,0.7032863849765258
5,62.7,59.1,0,0,540,0.5070422535211268
5,34.8,29,0.99,0,652,0.612206572769953
5,39.9,28.6,0.04,0,732,0.6873239436619718
5,38.1,35.9,0,0,517,0.48544600938967136
5,49.9,41.4,0,1,576,0.6643598615916955
5,53.1,44.5,0.16,0,532,0.6136101499423299
5,27.5,12.1,0,0,480,0.5536332179930796
5,59.4,54.7,0.01,1,620,0.7151095732410612
5,72.9,65.8,0,0,609,0.7024221453287197
5,36.1,25.2,0,0,570,0.657439446366782
5,44.1,41,0.24,1,550,0.6343713956170703
5,35.4,30.1,0.15,0,701,0.8085351787773933
5,46.5,41.4,0,0,635,0.7324106113033448
5,64.5,55.9,0,0,508,0.5859284890426759
5,41.7,30.3,0.01,0,441,0.5086505190311419
5,71.1,69.7,0,1,614,0.7081891580161477
5,56.4,44.3,0.03,0,529,0.6101499423298731
5,62.6,54.4,0.06,0,622,0.7174163783160323
5,33.5,20.7,0.06,0,593,0.6839677047289504
5,64,55.9,0.03,0,615,0.7093425605536332
5,69.9,66.8,0,0,576,0.6643598615916955
5,53.3,51.9,0.15,0,742,0.8558246828143022
5,74.9,71.6,0.6,1,571,0.6585928489042676
5,57.5,55.4,0.01,0,548,0.6320645905420992
5,38.7,28.9,0.65,0,510,0.5882352941176471
5,46.8,38.6,0,0,558,0.643598615916955
6,66.1,63.8,0,1,718,0.6741784037558686
6,69.8,69.4,0,0,606,0.5690140845070423
6,51,50.2,0.01,1,663,0.6225352112676056
6,37.1,35.9,0.07,0,464,0.4356807511737089
6,63.8,58.8,0.18,1,833,0.7821596244131456
6,60,57.1,0.04,0,717,0.6732394366197183
6,36.1,35.3,0.86,0,760,0.7136150234741784
6,72.6,70.2,0,0,822,0.7718309859154929
6,68.2,59.5,0,0,642,0.6028169014084507
6,38.6,34.4,0,0,806,0.7568075117370892
6,39.9,24,0.17,0,531,0.49859154929577465
6,34.7,23,0,0,582,0.5464788732394367
6,54,48.6,0,0,790,0.7417840375586855
6,45.3,32.4,0,0,763,0.7164319248826291
6,70,61.6,0.01,0,610,0.5727699530516432
