"","day_reordered","temp","dewp","prcp","fog","NUM_COLLISIONS","NUM_COLLISIONS_norm"
"515",6,71.1,66.6,0,0,291,0.666666666666667
"516",6,71.2,69.4,0,1,283,0.618181818181818
"517",6,47.6,43.3,0.85,0,256,0.454545454545455
"518",6,42,32.6,0.06,0,232,0.309090909090909
"519",6,47.7,41.6,0,0,237,0.240223463687151
"520",6,70.6,60.9,0,1,322,0.715083798882682
"521",6,55.1,42.8,0,0,318,0.55078125
"522",6,63.4,52.7,0,0,384,0.80859375
"523",6,42.9,31.8,0,0,269,0.359375
"524",6,75.6,74,0,1,299,0.58659217877095
"525",6,54.3,47.6,0,0,318,0.692737430167598
"526",6,40.3,35.6,0.24,0,268,0.41340782122905
"527",6,61.7,60.3,0.22,1,336,0.793296089385475
"528",6,48.9,44.9,0,0,267,0.407821229050279
"529",6,40.8,29.5,0.11,0,318,0.692737430167598
"530",6,25.5,12.9,0,0,272,0.435754189944134
"531",6,45.9,37.8,0.68,0,233,0.217877094972067
"532",6,46.9,34.6,0.01,0,290,0.536312849162011
"533",6,65.6,59,2.14,1,315,0.675977653631285
"534",6,74.5,73,0,1,297,0.575418994413408
"535",6,72.8,71.1,0,0,242,0.36969696969697
"536",6,40.7,34.1,0,0,298,0.709090909090909
"537",6,44.1,38.1,0,0,237,0.339393939393939
"538",6,73.8,69.5,0,0,294,0.45703125
"539",6,68.1,67.2,0,1,263,0.496969696969697
"540",6,47.3,32.9,0,0,287,0.642424242424242
"541",6,65.3,60.5,0,0,371,0.7578125
"542",6,41.3,35.5,0,0,253,0.296875
"543",6,66.1,60.8,0.04,0,433,1
"544",6,33.3,27.6,0,0,277,0.390625
"545",6,64.5,57.9,0,0,298,0.581005586592179
"546",6,54.3,50.6,0,1,331,0.76536312849162
"547",6,64.7,63.6,0.7,1,317,0.687150837988827
"548",6,44.3,42.8,0.05,1,248,0.301675977653631
"549",6,60.9,55.8,0,1,317,0.687150837988827
"550",6,47.4,42.1,0,0,223,0.1796875
"551",6,73.1,61.8,0,0,329,0.59375
"552",6,58.5,53.9,0,0,306,0.757575757575758
"553",6,46.4,41.2,0,0,287,0.642424242424242
"554",6,66.8,65.1,0.03,0,263,0.496969696969697
"555",6,45.1,42.4,0,0,287,0.4296875
"556",6,54.4,47.6,0,0,385,0.8125
"557",6,60.8,53.7,0,0,368,0.74609375
"558",6,71.7,68.4,0,0,283,0.618181818181818
"559",6,59.2,57.4,0,1,288,0.43359375
"560",6,75.9,72.6,0,1,324,0.57421875
"561",6,48.5,33.9,0.02,0,317,0.546875
"562",6,52.1,52,0,1,273,0.557575757575758
"563",6,71.4,68.1,0.01,0,287,0.519553072625698
"564",6,57.4,50.1,0,0,266,0.402234636871508
"565",6,62.9,54.6,0,0,315,0.675977653631285
"566",6,39.7,31.3,0,0,268,0.41340782122905
"567",6,72.5,69.9,0,1,306,0.50390625
"568",6,47,42.7,0,0,310,0.51953125
"569",6,76.7,71.8,0,0,343,0.6484375
"570",6,36,21.8,0.06,0,223,0.162011173184358
"571",6,64.6,59.1,0,0,304,0.614525139664804
"572",6,68,60.7,0.04,0,285,0.508379888268156
"573",6,57,41.3,0,0,299,0.58659217877095
"574",6,38.6,33.2,0,0,290,0.536312849162011
"575",6,69.9,67.3,0,1,305,0.751515151515151
"576",6,47.6,43.1,0,0,262,0.490909090909091
"577",6,39.9,31.4,0,0,238,0.345454545454545
"578",6,53.9,49.3,0,0,315,0.812121212121212
"579",6,30.9,20.6,0,0,251,0.2890625
"580",6,29.2,19.5,0,1,256,0.30859375
"581",6,53.3,46.1,0.71,0,344,0.65234375
"582",6,50.7,43.6,0,0,319,0.5546875
"583",6,41.4,40.2,0,0,244,0.26171875
"584",6,43,29,0.04,0,252,0.29296875
"585",6,52.9,47.8,0,0,317,0.546875
"586",6,49,48.3,0.16,1,235,0.327272727272727
"587",6,28.2,17.2,0,0,263,0.496969696969697
"588",6,38.7,36.2,0.14,0,215,0.206060606060606
"589",6,66.8,57.6,0,0,311,0.787878787878788
"590",6,64.4,57.3,0,0,261,0.484848484848485
"591",6,57.5,48.1,0,0,289,0.654545454545455
"592",6,62.1,54.9,0,0,236,0.333333333333333
"593",6,62.1,58.3,0.18,0,284,0.624242424242424
"594",6,72.3,69.6,0,0,304,0.49609375
"595",6,64.9,53.3,0,1,388,0.82421875
"596",6,60.6,47.6,0,0,344,0.65234375
"597",6,39.3,28.8,0.04,0,283,0.4140625
"598",6,43.8,37.3,0,0,270,0.36328125
"599",6,73.9,69.8,0,1,319,0.5546875
"600",6,50.4,48.8,0.06,1,324,0.57421875
"601",6,57.6,51.8,0,0,233,0.315151515151515
"602",6,40.7,25.4,0.01,0,252,0.43030303030303
"603",6,60.6,56.8,0,1,335,0.933333333333333
"604",6,45.3,37.5,0,0,242,0.36969696969697
"605",6,43.2,39.1,0.01,1,247,0.4
"606",6,62,58.1,0,0,299,0.715151515151515
"607",6,51.9,50.6,0,1,257,0.3125
"608",6,67.2,58,0,0,319,0.5546875
"609",6,72.6,70.6,0,0,305,0.751515151515151
"610",6,33.8,16.6,0,0,279,0.593939393939394
"611",6,37.1,24.8,0,0,284,0.624242424242424
"612",6,39.6,34.7,0,0,280,0.6
"613",6,55.1,46,0,1,296,0.696969696969697
"614",6,53.4,44,0,0,237,0.339393939393939
"615",6,39.3,32.2,0,0,262,0.33203125
"616",6,48.2,47.6,0,1,263,0.3359375
"617",6,75,71.7,0,0,286,0.42578125
"618",6,26.2,18.5,0,0,299,0.4765625
"619",6,45.9,43.4,0.03,1,261,0.484848484848485
"620",6,48.8,26.5,0,0,320,0.842424242424242
"621",7,65.9,63.8,0.03,1,369,0.977653631284916
"622",7,61,58.3,0,1,315,0.675977653631285
"623",7,50,47.8,0.15,1,362,0.93854748603352
"624",7,59.4,57.4,0,0,340,0.963636363636364
"625",7,67.2,59.3,0,0,272,0.551515151515152
"626",7,30.4,12.1,0,0,307,0.763636363636364
"627",7,53.7,49.5,0.03,0,311,0.653631284916201
"628",7,67,61.2,0,0,381,0.796875
"629",7,33.3,24.9,0,0,272,0.37109375
"630",7,37.1,25.3,0,0,283,0.4140625
"631",7,66.2,44.7,0,0,350,0.871508379888268
"632",7,47.7,45.8,0.15,1,288,0.525139664804469
"633",7,55.3,44,0,0,302,0.603351955307263
"634",7,54.7,52.6,0.27,1,324,0.726256983240223
"635",7,52.3,42.6,0.07,0,292,0.547486033519553
"636",7,63.3,62.2,0,1,307,0.763636363636364
"637",7,38.9,19.5,0,0,256,0.454545454545455
"638",7,47.8,39,0,0,312,0.793939393939394
"639",7,56.4,45,0,0,296,0.696969696969697
"640",7,42.4,32,0,0,309,0.775757575757576
"641",7,38.9,31,0.13,0,269,0.533333333333333
"642",7,47.7,31.9,0.01,0,343,0.6484375
"643",7,36.5,28.4,0,0,254,0.30078125
"644",7,33.1,32,0.4,0,202,0.09765625
"645",7,77.6,72.7,0,0,325,0.578125
"646",7,66.5,64.3,0.03,1,381,0.796875
"647",7,63.1,57.4,0,0,355,0.899441340782123
"648",7,50.5,46.7,0.08,1,343,0.832402234636871
"649",7,44.3,35.6,0,0,319,0.698324022346369
"650",7,70.8,62.5,0,0,364,0.949720670391061
"651",7,58.6,49.8,0,0,328,0.748603351955307
"652",7,28.2,10.2,0.01,0,328,0.748603351955307
"653",7,45,41.8,0.06,0,289,0.53072625698324
"654",7,30.7,19.7,0.02,0,288,0.525139664804469
"655",7,53.1,49.4,0.33,1,290,0.536312849162011
"656",7,75.4,68.3,0,0,286,0.513966480446927
"657",7,48.4,46.2,0.51,1,307,0.631284916201117
"658",7,70.7,67.6,0.19,0,351,0.877094972067039
"659",7,50.6,45,0.17,0,279,0.474860335195531
"660",7,36.2,28.4,0.13,0,296,0.569832402234637
"661",7,58.6,56.4,0,1,332,0.770949720670391
"662",7,63.5,59.6,0,0,310,0.64804469273743
"663",7,53,47.6,0,0,365,0.955307262569832
"664",7,71.5,66.6,0.44,0,275,0.56969696969697
"665",7,63.8,59.7,0,0,310,0.781818181818182
"666",7,44,33.8,0,0,296,0.696969696969697
"667",7,39.8,28.2,0,0,282,0.612121212121212
"668",7,45.2,30.3,0,0,305,0.620111731843575
"669",7,52.6,47,0,0,233,0.217877094972067
"670",7,51.3,51.3,0,1,336,0.62109375
"671",7,58.3,50.7,0,0,353,0.6875
"672",7,59.7,56.5,0,1,287,0.519553072625698
"673",7,60.4,57.2,0,0,320,0.70391061452514
"674",7,78.4,72.6,0,0,334,0.782122905027933
"675",7,58.6,46.9,0,0,287,0.642424242424242
"676",7,18.1,8.9,0.01,0,291,0.4453125
"677",7,79.3,72.2,0,1,349,0.671875
"678",7,41.3,35.3,0,0,272,0.37109375
"679",7,60.9,59.4,0,1,312,0.793939393939394
"680",7,47.6,47.3,0.05,1,276,0.575757575757576
"681",7,55.9,50,0.24,1,331,0.6015625
"682",7,60.2,47.6,0,0,343,0.6484375
"683",7,68,62,0,0,297,0.575418994413408
"684",7,65.1,58.4,0.08,0,366,0.960893854748603
"685",7,36.6,30.9,0.19,0,251,0.318435754189944
"686",7,39.8,34.6,0,0,329,0.754189944134078
"687",7,77.9,75.4,0,1,323,0.720670391061452
"688",7,49.1,22.6,0,0,361,0.932960893854749
"689",7,36.6,24.5,0,0,283,0.497206703910615
"690",7,59.5,45.3,0,0,335,0.787709497206704
"691",7,73.1,67.2,0,1,312,0.659217877094972
"692",7,31.5,18.3,0,0,281,0.40625
"693",7,61.2,47.1,0.01,0,385,0.8125
"694",7,68.2,56.4,0,0,353,0.6875
"695",7,58,45.8,0.02,0,358,0.70703125
"696",7,72.6,69,0,0,383,0.8046875
"697",7,46.3,38.8,0.05,1,247,0.4
"698",7,38.7,31.5,0,0,292,0.672727272727273
"699",7,48.3,40.9,0,0,301,0.727272727272727
"700",7,69.7,68.9,0,0,272,0.551515151515152
"701",7,64.7,58.9,0.01,0,273,0.557575757575758
"702",7,72,68.9,0.01,1,346,0.66015625
"703",7,47.8,44.1,0,0,338,0.62890625
"704",7,39.6,29.3,0.13,0,257,0.3125
"705",7,58.9,44.2,0,0,411,0.9140625
"706",7,48.1,43.5,0,1,297,0.703030303030303
"707",7,60.6,53.8,0,0,284,0.624242424242424
"708",7,66.5,65.8,0,1,269,0.533333333333333
"709",7,45.5,45.3,0.36,0,263,0.496969696969697
"710",7,35,25.7,0,0,276,0.575757575757576
"711",7,60.7,59.9,0.34,1,331,0.6015625
"712",7,37.2,34.4,0,0,326,0.58203125
"713",7,72.9,70.6,0,1,350,0.67578125
"714",7,55.3,44.5,0,0,305,0.5
"715",7,34.7,16.7,0,0,301,0.484375
"716",7,64.9,59.1,0,0,361,0.71875
"717",7,45.6,34.4,0,0,222,0.248484848484848
"718",7,56.8,53.5,0,0,287,0.642424242424242
"719",7,42.3,28.4,0,0,298,0.581005586592179
"720",7,60,48.7,1,0,322,0.715083798882682
"721",7,48.3,43.9,0,0,299,0.58659217877095
"722",7,61.3,59.6,0.01,1,323,0.720670391061452
"723",7,66.7,64.7,1.19,1,347,0.854748603351955
"724",7,78.8,72.8,0,1,310,0.64804469273743
"725",7,43.7,27.7,0.08,0,285,0.508379888268156
"726",7,22.5,10.9,0,0,290,0.44140625
"727",7,52.9,41.3,0.07,0,349,0.671875
"728",7,49.1,33.6,0,0,386,0.81640625
"729",7,55.7,44.1,0,0,276,0.458100558659218
"730",7,48.6,44.3,0.28,0,373,1
"731",7,69.7,66,0,1,316,0.681564245810056
"732",7,75,72.3,0,1,297,0.575418994413408
"733",7,67.2,55.3,0,0,289,0.53072625698324
"734",7,70.4,70,0.24,0,296,0.696969696969697
"735",7,70.9,70.1,0,1,260,0.478787878787879
"736",7,32.2,21.6,0,0,323,0.860606060606061
"737",7,45.1,27.1,0,0,357,0.703125
"738",7,41.5,31.3,0,0,301,0.484375
"739",7,72,68.4,0,1,355,0.6953125
"740",7,51.5,41.4,0,0,319,0.5546875
"741",7,66.1,65.1,0,1,323,0.860606060606061
"742",7,52.5,43.2,0,0,313,0.8
"743",7,66.1,59.8,0,0,388,0.82421875
"744",7,50.3,43,0,0,261,0.328125
"745",7,73,66.1,0,0,352,0.68359375
"746",7,54,42.1,0,0,357,0.703125
"747",7,49.7,48.5,0,1,384,0.80859375
"748",7,76.7,72.8,0,1,358,0.70703125
"749",7,43.8,40.8,0.64,0,298,0.47265625
"750",7,73.6,62,0,0,324,0.57421875
"751",7,49.4,39.9,0.01,0,217,0.218181818181818
"752",7,51.9,50.1,0,1,327,0.884848484848485
"753",7,38.4,25,0.01,0,235,0.327272727272727
"754",7,46.6,45.3,0.1,0,234,0.321212121212121
"755",7,42.7,36.2,0,0,282,0.612121212121212
"756",7,60,59.1,0,0,280,0.6
"757",7,50,48.9,0.18,1,299,0.715151515151515
"758",7,46.1,41.6,0,0,305,0.751515151515151
"759",7,65.6,63.5,0,1,266,0.515151515151515
"760",7,56.9,48,0,0,311,0.787878787878788
"761",7,33.6,26.3,0,0,309,0.515625
"762",7,71.5,67.6,0.45,0,375,0.7734375
"763",7,47.6,43.2,0,1,281,0.40625
"764",7,70.3,66.7,0.5,1,333,0.609375
"765",7,75.9,71.5,0.01,0,287,0.642424242424242
"766",7,41.9,40.8,0.82,0,235,0.327272727272727
"767",7,50,39.7,0.13,1,210,0.175757575757576
"768",7,63.7,51.8,0,0,289,0.654545454545455
"769",7,60.3,58.2,0,0,318,0.83030303030303
"770",7,49.2,44.4,0,0,330,0.903030303030303
"771",7,30.2,9.5,0,0,306,0.50390625
"772",7,74,65.9,0,0,383,0.8046875
"773",7,62.7,58.8,0,1,381,0.796875
"774",7,48.3,44.9,0,0,232,0.21484375
"775",7,66.6,63.9,0,0,244,0.381818181818182
"776",7,63.4,61.5,0.05,1,255,0.448484848484848
"777",2,75.2,71.2,0.15,0,306,0.625698324022346
"778",2,39.7,31.7,0,0,260,0.478787878787879
"779",2,40.5,24.6,0,0,261,0.484848484848485
"780",2,47.7,41.5,0,0,237,0.240223463687151
"781",2,58,48.4,0,0,305,0.620111731843575
"782",2,71.3,63.8,0,0,307,0.631284916201117
"783",2,47.4,42.5,0.56,1,220,0.16796875
"784",2,27.6,18.2,0,0,210,0.12890625
"785",2,56.4,48.4,0.39,1,335,0.6171875
"786",2,32.9,26.8,0,0,244,0.26171875
"787",2,71.5,61,0,0,303,0.4921875
"788",2,60.1,54.3,0.16,0,352,0.68359375
"789",2,66.9,62.6,0,0,339,0.6328125
"790",2,61,52.4,0,0,312,0.52734375
"791",2,46.5,34.7,0,0,331,0.6015625
"792",2,47.1,41.2,0.04,0,288,0.525139664804469
"793",2,50.1,46.4,0.43,0,293,0.553072625698324
"794",2,45.2,28.3,0.13,0,277,0.463687150837989
"795",2,66.7,58.8,0.06,1,317,0.687150837988827
"796",2,70.7,69,0,1,276,0.458100558659218
"797",2,59.1,41.8,0,0,287,0.519553072625698
"798",2,37.5,32.9,0.09,0,245,0.387878787878788
"799",2,39.8,35.6,0.34,0,270,0.539393939393939
"800",2,59.5,58.2,0.11,1,285,0.63030303030303
"801",2,71.5,70.2,0.2,0,251,0.424242424242424
"802",2,57.3,54.7,0,0,300,0.721212121212121
"803",2,56,44.7,0,0,300,0.721212121212121
"804",2,23.6,11,0,0,239,0.351515151515152
"805",2,69.9,52.8,0,0,333,0.609375
"806",2,51.1,40.3,0,0,301,0.484375
"807",2,53.4,50.9,0.06,1,307,0.5078125
"808",2,39.1,33.4,0,0,223,0.1796875
"809",2,42.7,38.9,0.01,0,189,0.046875
"810",2,49.9,40.6,0,0,325,0.578125
"811",2,69.6,58.6,0,0,341,0.640625
"812",2,40.7,25.8,0.15,0,264,0.33984375
"813",2,75.3,71.8,0,1,321,0.5625
"814",2,62.3,59.1,0.04,0,291,0.4453125
"815",2,52,50.7,0,1,249,0.307262569832402
"816",2,78.3,75.9,0,1,313,0.664804469273743
"817",2,65.2,62.2,0,0,294,0.558659217877095
"818",2,76.7,73.7,0,1,305,0.620111731843575
"819",2,74.2,70.9,0,1,310,0.64804469273743
"820",2,71.9,63.8,0,0,259,0.363128491620112
"821",2,26.6,15.2,0.17,0,236,0.23463687150838
"822",2,30.5,23.3,0.55,0,247,0.29608938547486
"823",2,59,55.7,0.01,1,300,0.592178770949721
"824",2,32,25,1.17,0,295,0.564245810055866
"825",2,53,45.4,0,0,282,0.491620111731844
"826",2,61.4,58,0.08,0,328,0.748603351955307
"827",2,71.1,69.8,0,1,269,0.533333333333333
"828",2,45.3,41.5,0.02,0,233,0.315151515151515
"829",2,38.3,32.9,0,0,226,0.272727272727273
"830",2,42.5,41.2,0.7,1,248,0.406060606060606
"831",2,54.5,52.7,0.09,0,282,0.612121212121212
"832",2,55.1,46.3,0,0,282,0.612121212121212
"833",2,71.1,69.1,0,1,245,0.387878787878788
"834",2,49.6,34.7,0,0,285,0.508379888268156
"835",2,48.7,32.7,0,0,321,0.709497206703911
"836",2,34.5,16,0,0,259,0.363128491620112
"837",2,50.4,47.4,0.02,1,283,0.497206703910615
"838",2,54.7,49.5,0,0,280,0.480446927374302
"839",2,70,52.1,0,0,353,0.6875
"840",2,48.9,39.5,0,0,305,0.5
"841",2,38.9,31.7,0,0,275,0.3828125
"842",2,55.2,53.4,0,1,378,0.78515625
"843",2,76.5,70.2,0.54,0,306,0.625698324022346
"844",2,27.5,20.1,0.11,0,267,0.407821229050279
"845",2,66.5,60.3,0,0,308,0.636871508379888
"846",2,34.4,30.6,0.53,1,276,0.458100558659218
"847",2,62.7,48.3,0,0,262,0.379888268156425
"848",2,62.7,57,0.08,1,275,0.452513966480447
"849",2,55.1,46.7,0,0,308,0.636871508379888
"850",2,31.2,20.6,0,1,267,0.407821229050279
"851",2,63.6,63.2,0,0,270,0.539393939393939
"852",2,60.7,60.3,0.32,0,248,0.406060606060606
"853",2,42.3,39,0,0,273,0.557575757575758
"854",2,78.1,73.2,0,1,302,0.48828125
"855",2,74.2,72.1,0,1,339,0.6328125
"856",2,56,51.5,0,0,239,0.351515151515152
"857",2,53.3,50.8,0,1,242,0.36969696969697
"858",2,31.8,24.6,0,0,218,0.224242424242424
"859",2,48.8,47.7,0.19,1,278,0.587878787878788
"860",2,48.5,42.3,0,0,258,0.466666666666667
"861",2,71,68,0.04,1,293,0.453125
"862",2,44.4,43.1,0,1,294,0.45703125
"863",2,47.5,44.2,1.22,0,242,0.25390625
"864",2,68.6,64.9,0,0,364,0.949720670391061
"865",2,44.6,27.9,0,0,319,0.698324022346369
"866",2,71.7,63.7,0,0,272,0.435754189944134
"867",2,24.2,11.7,0.39,0,236,0.23463687150838
"868",2,31,14.7,0,0,251,0.2890625
"869",2,63.6,55.9,0,0,268,0.35546875
"870",2,43.5,27.6,0,0,305,0.5
"871",2,69.5,67.9,0,1,282,0.612121212121212
"872",2,62.9,56,0,0,289,0.654545454545455
"873",2,47.9,34.4,0,0,297,0.703030303030303
"874",2,69.6,68,0.17,1,301,0.727272727272727
"875",2,62.2,60.3,0.23,0,270,0.539393939393939
"876",2,59.5,56.4,0,0,257,0.460606060606061
"877",2,55.1,43.8,0,0,346,1
"878",2,48.5,42.4,0,0,327,0.884848484848485
"879",2,54.3,52.5,0.01,1,216,0.212121212121212
"880",2,39.1,23.1,0,0,252,0.29296875
"881",2,62.1,54.9,0,0,327,0.5859375
"882",2,6.2,-10.4,0,0,222,0.248484848484848
"883",2,50.2,49.3,0.14,0,261,0.484848484848485
"884",2,66.3,64.1,0.85,0,270,0.424581005586592
"885",2,47.2,32.2,0.11,0,247,0.29608938547486
"886",2,65.2,53.6,0,0,299,0.58659217877095
"887",2,48.9,47.8,0,1,287,0.519553072625698
"888",2,61.8,60.5,0.02,1,293,0.553072625698324
"889",2,44.4,37.1,0,0,253,0.329608938547486
"890",2,43.1,29.7,0,0,335,0.6171875
"891",2,51.9,38.7,0.05,0,318,0.55078125
"892",2,32.2,19,0,0,251,0.2890625
"893",2,31.5,28.4,0.51,0,257,0.3125
"894",2,43.8,34.7,0.31,1,278,0.46927374301676
"895",2,48.8,44.2,0,1,293,0.553072625698324
"896",2,60.4,57.5,0.5,1,349,0.865921787709497
"897",2,47.2,45.5,0.12,1,253,0.329608938547486
"898",2,60.3,58.6,0,1,277,0.463687150837989
"899",2,34.1,21.3,0.19,0,237,0.240223463687151
"900",2,69.9,65.8,0,1,277,0.463687150837989
"901",2,54.9,47.2,0,0,326,0.737430167597765
"902",2,58.2,54.4,0,1,291,0.666666666666667
"903",2,66.7,65.9,0,1,230,0.296969696969697
"904",2,64.9,64.4,0.08,1,285,0.63030303030303
"905",2,37.9,27.9,0,0,283,0.4140625
"906",2,58.9,47.2,0,0,321,0.5625
"907",2,38.8,21.4,0,0,278,0.39453125
"908",2,36.6,23.4,0,0,281,0.40625
"909",2,42,37.1,0.18,0,265,0.34375
"910",2,73,68.9,0,1,334,0.61328125
"911",2,61.7,59,0.02,1,365,0.734375
"912",2,19.2,11.2,0,0,284,0.41796875
"913",2,68.4,62.2,0,0,372,0.76171875
"914",2,63,51.5,0,0,349,0.671875
"915",2,45.4,42.1,0.08,0,265,0.34375
"916",2,70,67.8,0.3,1,375,0.7734375
"917",2,71.4,68.5,1.25,1,358,0.70703125
"918",2,71.5,66.5,0.08,0,319,0.5546875
"919",2,41.2,37.6,0.1,0,181,0
"920",2,69.6,69.2,0,1,253,0.436363636363636
"921",2,46.5,37.8,0,0,239,0.351515151515152
"922",2,45.2,42.8,0.01,1,228,0.284848484848485
"923",2,61.2,55.4,0,0,283,0.618181818181818
"924",2,70.8,61.3,0,1,337,0.625
"925",2,73.3,72,0,1,270,0.539393939393939
"926",2,68.3,61.2,0.02,0,273,0.557575757575758
"927",2,41.8,21.5,0.11,0,224,0.260606060606061
"928",2,34.5,20.9,0,0,211,0.181818181818182
"929",2,32.3,23.8,0.09,0,252,0.43030303030303
"930",2,70.1,67.5,0.02,0,261,0.484848484848485
"931",2,36.7,30.7,0.03,0,230,0.296969696969697
"932",2,60.4,52.9,0,0,298,0.709090909090909
"933",1,27.9,9.1,0,0,245,0.284916201117318
"934",1,42,23.1,0,0,249,0.307262569832402
"935",1,70.5,69.3,0.03,1,273,0.557575757575758
"936",1,61.5,56.7,0.03,0,251,0.424242424242424
"937",1,44.1,41.4,0,0,216,0.212121212121212
"938",1,69.4,60.2,0,0,303,0.4921875
"939",1,53.5,44.6,0,0,330,0.59765625
"940",1,46.3,30.8,0,0,259,0.3203125
"941",1,48.1,47.7,0,1,198,0.08203125
"942",1,40.8,35.9,0,0,261,0.328125
"943",1,69.1,59.6,0,0,318,0.55078125
"944",1,34,31.6,0.03,0,184,0.02734375
"945",1,70.4,65.6,0,0,322,0.56640625
"946",1,79.1,75.7,0,0,267,0.407821229050279
"947",1,34.9,20.8,0,0,244,0.279329608938547
"948",1,27.3,13.5,0.01,0,270,0.424581005586592
"949",1,71.1,63.8,0,0,295,0.564245810055866
"950",1,67.5,56.5,0,0,250,0.312849162011173
"951",1,72.7,63.8,0,0,260,0.368715083798883
"952",1,45.5,37.3,0.02,0,267,0.407821229050279
"953",1,71.4,64.2,0,0,284,0.502793296089385
"954",1,41.2,29.6,0,0,233,0.315151515151515
"955",1,59,50.8,0,0,267,0.521212121212121
"956",1,53,48,0.41,0,285,0.63030303030303
"957",1,50.3,49.5,0,1,216,0.212121212121212
"958",1,36.9,27.6,0,0,188,0.0424242424242424
"959",1,46.8,42.2,0,0,239,0.351515151515152
"960",1,36.2,27.7,0,0,243,0.375757575757576
"961",1,68.9,67,0.01,1,249,0.412121212121212
"962",1,41.6,38.8,0.17,0,212,0.13671875
"963",1,74.5,71.5,0,1,310,0.51953125
"964",1,72.6,65.1,0,0,321,0.5625
"965",1,68.9,64.2,0,0,328,0.58984375
"966",1,24.7,7.5,0,0,212,0.13671875
"967",1,55.1,38.6,0,0,236,0.23046875
"968",1,30.7,15,0.89,0,274,0.446927374301676
"969",1,40.1,27.6,0,0,241,0.262569832402235
"970",1,62.6,51.2,0,1,299,0.58659217877095
"971",1,44.5,38.3,0,0,257,0.35195530726257
"972",1,54.9,45.8,0,0,238,0.245810055865922
"973",1,40.3,31.1,0,0,229,0.195530726256983
"974",1,67.4,65.2,0,1,343,0.832402234636871
"975",1,76.5,74.6,0,1,265,0.396648044692737
"976",1,68.4,61.3,0.07,0,256,0.454545454545455
"977",1,38.8,29,0.02,0,186,0.0303030303030303
"978",1,69.7,63,0,0,261,0.484848484848485
"979",1,52.2,40.4,0,0,278,0.46927374301676
"980",1,42.4,35.3,0.02,0,234,0.223463687150838
"981",1,73.9,70.9,0,1,281,0.486033519553073
"982",1,49.1,37.9,0,0,285,0.508379888268156
"983",1,58.2,50.4,0.5,0,305,0.620111731843575
"984",1,45.6,41.7,0.01,1,291,0.4453125
"985",1,42.8,36.7,0.25,1,186,0.03515625
"986",1,75.2,72.1,0,0,257,0.3125
"987",1,63.3,56.4,0,0,269,0.359375
"988",1,68,60.8,0,0,251,0.318435754189944
"989",1,64.5,56.9,0,0,284,0.502793296089385
"990",1,33.6,22.7,0,0,229,0.195530726256983
"991",1,65,63.2,0.01,1,275,0.452513966480447
"992",1,71.3,66.9,0,1,272,0.435754189944134
"993",1,25.2,14.5,0,0,266,0.402234636871508
"994",1,59.7,57.2,0.01,0,241,0.262569832402235
"995",1,59.3,57.1,0.09,1,237,0.240223463687151
"996",1,38.2,31.9,0,0,209,0.16969696969697
"997",1,68.9,63,0,1,263,0.3359375
"998",1,70.9,68.6,0,1,333,0.609375
"999",1,46.5,42.5,0.09,1,284,0.624242424242424
"1000",1,43.9,39.6,0,0,215,0.206060606060606
"1001",1,65.1,57.4,0,0,213,0.193939393939394
"1002",1,69.9,68.6,0,1,242,0.36969696969697
"1003",1,35.5,28.8,0,0,209,0.16969696969697
"1004",1,50.9,36.1,0.44,0,266,0.34765625
"1005",1,70.2,60.2,0,0,367,0.7421875
"1006",1,64.9,56.3,0.13,0,319,0.5546875
"1007",1,47.9,44.8,0.07,0,273,0.375
"1008",1,47.2,38.8,0.11,0,258,0.31640625
"1009",1,44.1,28.3,0,0,255,0.3046875
"1010",1,22.2,13.6,0,0,297,0.46875
"1011",1,65.9,63,0,0,232,0.212290502793296
"1012",1,63.8,56.2,0,1,282,0.491620111731844
"1013",1,48.7,35,0,0,271,0.430167597765363
"1014",1,60.7,56.3,2.44,0,246,0.290502793296089
"1015",1,60.7,57.1,0.48,0,319,0.698324022346369
"1016",1,46.4,42.9,0.01,1,237,0.240223463687151
"1017",1,68.4,61.5,0,0,358,0.70703125
"1018",1,39.6,30.9,0.24,0,213,0.193939393939394
"1019",1,51.9,50.1,0.05,1,284,0.624242424242424
"1020",1,66.8,66.2,0,1,245,0.387878787878788
"1021",1,49.9,44.8,0.01,0,256,0.454545454545455
"1022",1,57.4,46.9,0.76,0,263,0.496969696969697
"1023",1,59.9,56.6,0.67,1,284,0.624242424242424
"1024",1,48.2,47.3,0,1,215,0.1484375
"1025",1,77,62.7,0,0,314,0.53515625
"1026",1,37.7,35.7,0.51,0,193,0.0727272727272727
"1027",1,37.8,25,0,0,271,0.3671875
"1028",1,39.2,31.5,0,0,241,0.363636363636364
"1029",1,61.1,57.5,0.65,0,245,0.387878787878788
"1030",1,70,62.1,0,0,305,0.620111731843575
"1031",1,48.8,39.8,0.21,0,241,0.262569832402235
"1032",1,57.9,56.4,0.34,1,306,0.625698324022346
"1033",1,45.8,31.6,0.12,0,255,0.340782122905028
"1034",1,71.3,67.3,1.65,0,250,0.312849162011173
"1035",1,20.8,9.5,0.41,0,224,0.167597765363128
"1036",1,61.2,57.7,0,1,248,0.301675977653631
"1037",1,59.1,48.9,0,0,337,0.625
"1038",1,63.1,58.5,0.8,0,362,0.72265625
"1039",1,26.8,16.8,0,0,208,0.12109375
"1040",1,74.8,64.8,0,0,288,0.525139664804469
